时间,门店代码,门店名称,省,市,区,门店类型,门店级别,门店状态,开店日期,二级渠道,门店面积,客流量,客单价,转化率,GMV,grade,二级渠道Type,门店级别Type,门店类型Type,Date,year,month,销售时长,修正转化率,开店时长,binned_data
2024年2月,JM17908,小米之家广东深圳宝安区中洲购物中心专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/9/28,米家专卖店,100,6634,1144.49,13.88,1017646.94,B,2,8,2,2024/2/1,2024,2,0.16,13.88,2.5,Low
2023年10月,JM19703,小米之家广东茂名化州市嘉荣购物广场专卖店,广东,茂名市,化州市,专卖店,体验店-B1,营业中,2022/7/11,米家专卖店,73,2135,976.43,8.48,173099.12,C,2,8,2,2023/10/1,2023,10,0.5,8.48,1.72,Low
2023年3月,JM19703,小米之家广东茂名化州市嘉荣购物广场专卖店,广东,茂名市,化州市,专卖店,体验店-B1,营业中,2022/7/11,米家专卖店,73,1670,1150.45,11.68,310723.38,C,2,8,2,2023/3/1,2023,3,1.08,11.68,1.72,Low
2023年8月,JM20118,小米之家广东深圳南山区水湾1979专卖店,广东,深圳市,南山区,专卖店,体验店-B1,营业中,2021/12/23,米家专卖店,86,2603,901.65,28.12,636586.05,B,2,8,2,2023/8/1,2023,8,0.66,20,2.27,Low
2023年4月,JM20118,小米之家广东深圳南山区水湾1979专卖店,广东,深圳市,南山区,专卖店,体验店-B1,营业中,2021/12/23,米家专卖店,86,2344,950.57,28.5,627576.02,B,2,8,2,2023/4/1,2023,4,1,20,2.27,Low
2024年1月,JM72775,小米之家广东省深圳罗湖区宝能中心专卖店,广东,深圳市,罗湖区,专卖店,体验店-B1,营业中,2024/1/29,米家专卖店,112,0,986.68,0,181986.06,B,2,8,2,2024/1/1,2024,1,0.24,0,0.17,Low
2023年8月,JM19703,小米之家广东茂名化州市嘉荣购物广场专卖店,广东,茂名市,化州市,专卖店,体验店-B1,营业中,2022/7/11,米家专卖店,73,2503,1194.96,9.23,262247.63,C,2,8,2,2023/8/1,2023,8,0.66,9.23,1.72,Low
2023年1月,JM14607,小米之家广东佛山禅城区天虹购物中心专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/3/27,米家专卖店,114,4979,1241.98,10.66,640931.94,B,2,8,2,2023/1/1,2023,1,1.24,10.66,3.01,Low
2023年9月,JM20118,小米之家广东深圳南山区水湾1979专卖店,广东,深圳市,南山区,专卖店,体验店-B1,营业中,2021/12/23,米家专卖店,86,2389,1049.73,27.63,677849.17,B,2,8,2,2023/9/1,2023,9,0.58,20,2.27,Low
2023年11月,JM20231,小米之家广东肇庆四会吾悦广场专卖店,广东,肇庆市,四会市,专卖店,体验店-B1,营业中,2023/1/1,米家专卖店,122,9485,1811.71,7.4,1237194.65,B,2,8,2,2023/11/1,2023,11,0.41,7.4,1.24,Low
2023年10月,JM70893,小米之家广东广州越秀区保利时光里专卖店,广东,广州市,越秀区,专卖店,A-形象店-MES Plus,营业中,2023/5/15,米家专卖店,180,15118,1669.19,16.28,3981242.13,B,2,5,2,2023/10/1,2023,10,0.5,16.28,0.88,Low
2023年4月,JM70893,小米之家广东广州越秀区保利时光里专卖店,广东,广州市,越秀区,专卖店,A-形象店-MES Plus,营业中,2023/5/15,米家专卖店,180,0,715.79,0,48922.16,B,2,5,2,2023/4/1,2023,4,1,0,0.88,Low
2024年3月,JM11397,小米之家广东深圳龙岗区星河WORLD.COCOPARK专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2020/5/1,米家专卖店,135,6239,1140.21,11.64,780974.78,B,2,8,2,2024/3/1,2024,3,0.08,11.64,3.92,Low
2023年10月,JM72190,小米之家广东深圳龙岗区坂田吉华路专卖店,广东,深圳市,龙岗区,专卖店,体验店-B2,营业中,2023/10/30,米家专卖店,135,0,2930.66,0,117127.59,B,2,9,2,2023/10/1,2023,10,0.5,0,0.42,Low
2023年2月,JM70893,小米之家广东广州越秀区保利时光里专卖店,广东,广州市,越秀区,专卖店,A-形象店-MES Plus,营业中,2023/5/15,米家专卖店,180,0,0,0,0,B,2,5,2,2023/2/1,2023,2,1.16,0,0.88,Low
2023年11月,JM72400,小米之家广东梅州梅江区彬芳大道专卖店,广东,梅州市,梅江区,专卖店,体验店-B2,营业中,2023/12/29,米家专卖店,135,0,9.99,0,29.97,B,2,9,2,2023/11/1,2023,11,0.41,0,0.25,Low
2023年3月,JM70893,小米之家广东广州越秀区保利时光里专卖店,广东,广州市,越秀区,专卖店,A-形象店-MES Plus,营业中,2023/5/15,米家专卖店,180,0,0,0,0,B,2,5,2,2023/3/1,2023,3,1.08,0,0.88,Low
2023年5月,JM20135,小米之家广东广州荔湾区恒宝广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B1,营业中,2021/6/28,米家专卖店,153,23606,1312.83,3.32,1044793.57,B,2,8,2,2023/5/1,2023,5,0.92,3.32,2.76,Low
2023年8月,JM13046,小米之家广东深圳宝安区福永天虹专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,116,9516,1182.22,11.31,1204251.34,B,2,8,2,2023/8/1,2023,8,0.66,11.31,3.22,Low
2024年3月,JM13046,小米之家广东深圳宝安区福永天虹专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,116,10164,1031.85,10.74,1028843.56,B,2,8,2,2024/3/1,2024,3,0.08,10.74,3.22,Low
2023年10月,JM13046,小米之家广东深圳宝安区福永天虹专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,116,8372,1196.61,13.32,1298503.2,B,2,8,2,2023/10/1,2023,10,0.5,13.32,3.22,Low
2023年3月,JM20135,小米之家广东广州荔湾区恒宝广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B1,营业中,2021/6/28,米家专卖店,153,11845,1986.28,5.92,1324539.79,B,2,8,2,2023/3/1,2023,3,1.08,5.92,2.76,Low
2024年2月,JM20135,小米之家广东广州荔湾区恒宝广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B1,营业中,2021/6/28,米家专卖店,153,23919,1018.07,4.82,1293291.21,B,2,8,2,2024/2/1,2024,2,0.16,4.82,2.76,Low
2023年9月,JM20135,小米之家广东广州荔湾区恒宝广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B1,营业中,2021/6/28,米家专卖店,153,21135,1041.46,4.08,1073024.07,B,2,8,2,2023/9/1,2023,9,0.58,4.08,2.76,Low
2024年3月,JM20135,小米之家广东广州荔湾区恒宝广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B1,营业中,2021/6/28,米家专卖店,153,19977,1623.62,4.92,1664658.57,B,2,8,2,2024/3/1,2024,3,0.08,4.92,2.76,Low
2023年5月,JM13046,小米之家广东深圳宝安区福永天虹专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,116,7435,1505.06,15.21,1664600.28,B,2,8,2,2023/5/1,2023,5,0.92,15.21,3.22,Low
2023年9月,JM13046,小米之家广东深圳宝安区福永天虹专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,116,7896,1094.99,15.13,1239577.23,B,2,8,2,2023/9/1,2023,9,0.58,15.13,3.22,Low
2023年12月,JM20135,小米之家广东广州荔湾区恒宝广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B1,营业中,2021/6/28,米家专卖店,153,25039,1347.86,4.1,1480599.42,B,2,8,2,2023/12/1,2023,12,0.33,4.1,2.76,Low
2023年1月,JM13046,小米之家广东深圳宝安区福永天虹专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,116,6478,1092.83,17.52,1212345.8,B,2,8,2,2023/1/1,2023,1,1.24,17.52,3.22,Low
2024年1月,JM72053,小米之家广东广州从化区远达汇聚广场专卖店,广东,广州市,从化区,专卖店,体验店-B1,营业中,2023/11/6,米家专卖店,147,10613,3440.92,5.13,1732913.89,B,2,8,2,2024/1/1,2024,1,0.24,5.13,0.4,Low
2023年9月,JM17794,小米之家广东深圳宝安区时代城专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/8/12,米家专卖店,182,6986,790.54,4.95,264686.59,B,2,8,2,2023/9/1,2023,9,0.58,4.95,2.63,Low
2023年12月,JM20706,小米之家广东佛山顺德区大融城专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2023/9/30,米家专卖店,168,9711,1092.35,7.29,769251.27,B,2,8,2,2023/12/1,2023,12,0.33,7.29,0.5,Low
2024年1月,JM20886,小米之家广东广州南沙区星河COCO  Park专卖店,广东,广州市,南沙区,专卖店,体验店-B1,营业中,2024/1/25,米家专卖店,137.69,1330,2249.36,12.26,363333.02,B,2,8,2,2024/1/1,2024,1,0.24,12.26,0.18,Low
2024年1月,JM72432,小米之家广东广州白云区金沙洲永旺梦乐城专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2023/12/14,米家专卖店,123.18,7368,1834.41,9.26,1229075.11,B,2,8,2,2024/1/1,2024,1,0.24,9.26,0.29,Low
2023年10月,JM17794,小米之家广东深圳宝安区时代城专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/8/12,米家专卖店,182,6036,1019.85,4.51,275472.27,B,2,8,2,2023/10/1,2023,10,0.5,4.51,2.63,Low
2023年10月,JM20706,小米之家广东佛山顺德区大融城专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2023/9/30,米家专卖店,168,9519,1006.19,6.46,609935.18,B,2,8,2,2023/10/1,2023,10,0.5,6.46,0.5,Low
2023年3月,JM17794,小米之家广东深圳宝安区时代城专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/8/12,米家专卖店,182,5589,797.87,6.98,299552.34,B,2,8,2,2023/3/1,2023,3,1.08,6.98,2.63,Low
2024年2月,JM17794,小米之家广东深圳宝安区时代城专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/8/12,米家专卖店,182,4530,1436.23,8.54,547524.8,B,2,8,2,2024/2/1,2024,2,0.16,8.54,2.63,Low
2023年12月,JM72432,小米之家广东广州白云区金沙洲永旺梦乐城专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2023/12/14,米家专卖店,123.18,4991,931.13,7.47,342190.76,B,2,8,2,2023/12/1,2023,12,0.33,7.47,0.29,Low
2023年6月,JM17794,小米之家广东深圳宝安区时代城专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/8/12,米家专卖店,182,8097,908.89,5.01,803723.8,B,2,8,2,2023/6/1,2023,6,0.83,5.01,2.63,Low
2023年12月,JM17794,小米之家广东深圳宝安区时代城专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/8/12,米家专卖店,182,7606,1433.78,7.6,809015.47,B,2,8,2,2023/12/1,2023,12,0.33,7.6,2.63,Low
2023年2月,JM17794,小米之家广东深圳宝安区时代城专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/8/12,米家专卖店,182,5915,1073.89,6.51,404026.98,B,2,8,2,2023/2/1,2023,2,1.16,6.51,2.63,Low
2023年12月,JM72053,小米之家广东广州从化区远达汇聚广场专卖店,广东,广州市,从化区,专卖店,体验店-B1,营业中,2023/11/6,米家专卖店,147,17094,1927.34,3.97,1282320.59,B,2,8,2,2023/12/1,2023,12,0.33,3.97,0.4,Low
2023年4月,JM20706,小米之家广东佛山顺德区大融城专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2023/9/30,米家专卖店,168,0,0,0,0,B,2,8,2,2023/4/1,2023,4,1,0,0.5,Low
2023年11月,JM17794,小米之家广东深圳宝安区时代城专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/8/12,米家专卖店,182,6771,1722.8,8.3,921483.46,B,2,8,2,2023/11/1,2023,11,0.41,8.3,2.63,Low
2023年7月,JM17794,小米之家广东深圳宝安区时代城专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/8/12,米家专卖店,182,9643,830.29,4.39,754982.3,B,2,8,2,2023/7/1,2023,7,0.75,4.39,2.63,Low
2024年3月,JM72053,小米之家广东广州从化区远达汇聚广场专卖店,广东,广州市,从化区,专卖店,体验店-B1,营业中,2023/11/6,米家专卖店,147,11490,1579.69,5.14,928065.19,B,2,8,2,2024/3/1,2024,3,0.08,5.14,0.4,Low
2023年4月,JM17794,小米之家广东深圳宝安区时代城专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/8/12,米家专卖店,182,6353,696.67,6.99,298941.98,B,2,8,2,2023/4/1,2023,4,1,6.99,2.63,Low
2024年3月,JM72432,小米之家广东广州白云区金沙洲永旺梦乐城专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2023/12/14,米家专卖店,123.18,7028,1217.08,9.48,797406.83,B,2,8,2,2024/3/1,2024,3,0.08,9.48,0.29,Low
2023年8月,JM17794,小米之家广东深圳宝安区时代城专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2021/8/12,米家专卖店,182,9718,1699.41,7.08,1282419.39,B,2,8,2,2023/8/1,2023,8,0.66,7.08,2.63,Low
2024年3月,JM20886,小米之家广东广州南沙区星河COCO  Park专卖店,广东,广州市,南沙区,专卖店,体验店-B1,营业中,2024/1/25,米家专卖店,137.69,4530,1532.79,9.32,650426.52,B,2,8,2,2024/3/1,2024,3,0.08,9.32,0.18,Low
2024年2月,JM71876,小米之家广东广州花都区新华街公园前商业大道专卖店,广东,广州市,花都区,专卖店,体验店-B2,营业中,2023/11/2,米家专卖店,135,2270,1059.1,16.7,399382.72,B,2,9,2,2024/2/1,2024,2,0.16,16.7,0.41,Low
2023年2月,JM19144,小米之家广东佛山禅城区印象城专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/12/27,米家专卖店,145.89,3060,1022.11,9.61,286722.63,B,2,8,2,2023/2/1,2023,2,1.16,9.61,2.26,Low
2023年9月,JM19144,小米之家广东佛山禅城区印象城专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/12/27,米家专卖店,145.89,3730,1133.63,8.69,354114.55,B,2,8,2,2023/9/1,2023,9,0.58,8.69,2.26,Low
2023年12月,JM19144,小米之家广东佛山禅城区印象城专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/12/27,米家专卖店,145.89,4110,1437.38,8.25,483197.04,B,2,8,2,2023/12/1,2023,12,0.33,8.25,2.26,Low
2023年10月,MI51113,小米之家广东广州海珠区乐峰广场店,广东,广州市,海珠区,直营店,A-形象店-MES Plus,营业中,2018/5/26,米家自营,143,17101,1123.17,11.09,2027729.9,B,1,5,1,2023/10/1,2023,10,0.5,11.09,5.85,Low
2023年10月,JM19144,小米之家广东佛山禅城区印象城专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/12/27,米家专卖店,145.89,4513,1196.54,7.56,402656.4,B,2,8,2,2023/10/1,2023,10,0.5,7.56,2.26,Low
2023年1月,JM19144,小米之家广东佛山禅城区印象城专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/12/27,米家专卖店,145.89,4807,1147.48,8.51,443350.49,B,2,8,2,2023/1/1,2023,1,1.24,8.51,2.26,Low
2023年7月,MI51113,小米之家广东广州海珠区乐峰广场店,广东,广州市,海珠区,直营店,A-形象店-MES Plus,营业中,2018/5/26,米家自营,143,13146,973.14,14.02,1765172.21,B,1,5,1,2023/7/1,2023,7,0.75,14.02,5.85,Low
2024年2月,JM19144,小米之家广东佛山禅城区印象城专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/12/27,米家专卖店,145.89,4140,1148.49,8.45,392986.32,B,2,8,2,2024/2/1,2024,2,0.16,8.45,2.26,Low
2023年11月,MI51113,小米之家广东广州海珠区乐峰广场店,广东,广州市,海珠区,直营店,A-形象店-MES Plus,营业中,2018/5/26,米家自营,143,15250,1353.4,10.98,2215020.46,B,1,5,1,2023/11/1,2023,11,0.41,10.98,5.85,Low
2024年2月,MI51113,小米之家广东广州海珠区乐峰广场店,广东,广州市,海珠区,直营店,A-形象店-MES Plus,营业中,2018/5/26,米家自营,143,15925,1125.76,13.39,2311206.86,B,1,5,1,2024/2/1,2024,2,0.16,13.39,5.85,Low
2023年4月,MI51113,小米之家广东广州海珠区乐峰广场店,广东,广州市,海珠区,直营店,A-形象店-MES Plus,营业中,2018/5/26,米家自营,143,14349,1207.36,12.08,2037542.42,B,1,5,1,2023/4/1,2023,4,1,12.08,5.85,Low
2023年12月,MI51113,小米之家广东广州海珠区乐峰广场店,广东,广州市,海珠区,直营店,A-形象店-MES Plus,营业中,2018/5/26,米家自营,143,14972,1089.4,13.41,2083152.94,B,1,5,1,2023/12/1,2023,12,0.33,13.41,5.85,Low
2023年8月,MI51113,小米之家广东广州海珠区乐峰广场店,广东,广州市,海珠区,直营店,A-形象店-MES Plus,营业中,2018/5/26,米家自营,143,15526,1008.78,11.15,1724871.42,B,1,5,1,2023/8/1,2023,8,0.66,11.15,5.85,Low
2024年2月,JM19562,小米之家广东广州白云区天睿商业中心专卖店,广东,广州市,白云区,专卖店,专卖店-C1,营业中,2022/5/19,米家专卖店,145.56,1520,703.34,19.47,206489.3,B,2,11,2,2024/2/1,2024,2,0.16,19.47,1.87,Low
2023年5月,JM19562,小米之家广东广州白云区天睿商业中心专卖店,广东,广州市,白云区,专卖店,专卖店-C1,营业中,2022/5/19,米家专卖店,145.56,2696,897.77,20.25,485963.34,B,2,11,2,2023/5/1,2023,5,0.92,20,1.87,Low
2023年2月,JM19562,小米之家广东广州白云区天睿商业中心专卖店,广东,广州市,白云区,专卖店,专卖店-C1,营业中,2022/5/19,米家专卖店,145.56,2956,1140.14,5.89,490014.57,B,2,11,2,2023/2/1,2023,2,1.16,5.89,1.87,Low
2023年6月,JM19562,小米之家广东广州白云区天睿商业中心专卖店,广东,广州市,白云区,专卖店,专卖店-C1,营业中,2022/5/19,米家专卖店,145.56,2821,1653.41,9.89,480281.15,B,2,11,2,2023/6/1,2023,6,0.83,9.89,1.87,Low
2023年12月,JM19562,小米之家广东广州白云区天睿商业中心专卖店,广东,广州市,白云区,专卖店,专卖店-C1,营业中,2022/5/19,米家专卖店,145.56,2248,1316.71,14.99,449013.21,B,2,11,2,2023/12/1,2023,12,0.33,14.99,1.87,Low
2024年1月,JM19562,小米之家广东广州白云区天睿商业中心专卖店,广东,广州市,白云区,专卖店,专卖店-C1,营业中,2022/5/19,米家专卖店,145.56,2224,879.94,19.69,379567.01,B,2,11,2,2024/1/1,2024,1,0.24,19.69,1.87,Low
2023年7月,JM19562,小米之家广东广州白云区天睿商业中心专卖店,广东,广州市,白云区,专卖店,专卖店-C1,营业中,2022/5/19,米家专卖店,145.56,2731,1168.02,11.94,380447.05,B,2,11,2,2023/7/1,2023,7,0.75,11.94,1.87,Low
2023年1月,JM17259,小米之家广东深圳南山区宝能all city专卖店,广东,深圳市,南山区,专卖店,体验店-B1,营业中,2021/7/31,米家专卖店,105,3480,1095.48,19.54,733081.14,B,2,8,2,2023/1/1,2023,1,1.24,19.54,2.67,Low
2024年1月,JM15075,小米之家广东广州荔湾区唐铭广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B2,营业中,2021/6/28,米家专卖店,160,7927,1203.49,11.81,1112973.13,B,2,9,2,2024/1/1,2024,1,0.24,11.81,2.76,Low
2023年1月,JM15075,小米之家广东广州荔湾区唐铭广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B2,营业中,2021/6/28,米家专卖店,160,6822,1584.41,10.85,1128216.77,B,2,9,2,2023/1/1,2023,1,1.24,10.85,2.76,Low
2024年2月,JM15075,小米之家广东广州荔湾区唐铭广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B2,营业中,2021/6/28,米家专卖店,160,8683,1180.34,9.31,945864.35,B,2,9,2,2024/2/1,2024,2,0.16,9.31,2.76,Low
2024年1月,JM17259,小米之家广东深圳南山区宝能all city专卖店,广东,深圳市,南山区,专卖店,体验店-B1,营业中,2021/7/31,米家专卖店,105,3683,941.79,21.78,946262.22,B,2,8,2,2024/1/1,2024,1,0.24,20,2.67,Low
2023年11月,JM15075,小米之家广东广州荔湾区唐铭广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B2,营业中,2021/6/28,米家专卖店,160,8643,1857.55,12.4,1946826.62,B,2,9,2,2023/11/1,2023,11,0.41,12.4,2.76,Low
2023年5月,JM17259,小米之家广东深圳南山区宝能all city专卖店,广东,深圳市,南山区,专卖店,体验店-B1,营业中,2021/7/31,米家专卖店,105,3758,881.59,17.62,563930.36,B,2,8,2,2023/5/1,2023,5,0.92,17.62,2.67,Low
2023年6月,JM17259,小米之家广东深圳南山区宝能all city专卖店,广东,深圳市,南山区,专卖店,体验店-B1,营业中,2021/7/31,米家专卖店,105,4420,904.76,15.23,590311.74,B,2,8,2,2023/6/1,2023,6,0.83,15.23,2.67,Low
2023年4月,JM17259,小米之家广东深圳南山区宝能all city专卖店,广东,深圳市,南山区,专卖店,体验店-B1,营业中,2021/7/31,米家专卖店,105,4156,1054.22,16.34,687985.7,B,2,8,2,2023/4/1,2023,4,1,16.34,2.67,Low
2023年9月,JM15075,小米之家广东广州荔湾区唐铭广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B2,营业中,2021/6/28,米家专卖店,160,6854,1338.29,10.77,945664.25,B,2,9,2,2023/9/1,2023,9,0.58,10.77,2.76,Low
2023年10月,JM15075,小米之家广东广州荔湾区唐铭广场专卖店,广东,广州市,荔湾区,专卖店,体验店-B2,营业中,2021/6/28,米家专卖店,160,8245,1427.87,11.7,1355002.49,B,2,9,2,2023/10/1,2023,10,0.5,11.7,2.76,Low
